CODE,Title,year,Word,count
TN,"Amnicola Training Center, Chattanooga                           ",2015,Police,1
TX,Homes in Desoto and Dallas                                      ,2013,Police,1
UT,Weber State University                                          ,1993,Police,1
UT,Trolley Square                                                  ,2007,Police,1
VA,"Halifax County, VA                                              ",2016,Police,1
VA,"Woodbridge, Virginia                                            ",2016,Police,1
WA,St. Aloysius Church                                             ,1971,Police,1
WA,Fairchild Air Force Base Hospital                               ,1994,Police,1
WA,Frontier Junior High School                                     ,1996,Police,1
WA,Parkland Coffee Shop                                            ,2009,Police,2
WA,Cafe in Seattle                                                 ,2012,Police,1
WA,Pinewood Village Apartments                                     ,2013,Police,1
WI,Sikh Temple in Wisconsin                                        ,2012,Police,1
KS,Goddard Junior High School                                      ,1985,Policeman,1
LA,New Orleans Police Shootings                                    ,1972,Policeman,1
TX,"Tennessee Colony, Texas                                         ",2015,Pond,1
AK,Bethel Regional High School                                     ,1997,Popular,1
MI,Detroit Drive-by                                                ,2016,Porch,1
OR,Clackamas Town Center                                           ,2012,Portland,1
FL,Fort Lauderdale City Parks Office                               ,1996,Position,1
CA,49th Street Elementary School                                   ,1984,Positioned,1
NE,Omaha                                                           ,2015,Possibly,1
WI,"Apartment in Crandon, Wisconsin                                 ",2007,Possibly,1
CA,Orange Glenn Post Office                                        ,1989,Post,1
CA,Dana Point Post Office                                          ,1993,Post,1
CA,Goleta Post Office                                              ,2006,Post,1
GA,Atlanta Post Office                                             ,1985,Post,1
KY,"Louisville, Kentucky                                            ",2016,Post,1
LA,New Orleans Downtown Post Office                                ,1988,Post,2
MI,Royal Oak Post Office                                           ,1991,Post,1
MI,Dearborn Post Office                                            ,1993,Post,1
NJ,Ridgewood Post Office                                           ,1991,Post,1
