year,state_abbr,population,violent_crime,homicide,robbery,aggravated_assault,property_crime,burglary,larceny,motor_vehicle_theft
2002,GA,8544005,39271,606,13432,23125,346559,73932,234591,38036
2003,GA,8676460,39435,657,14043,22501,369589,79001,247196,43392
2004,GA,8918129,40217,613,13656,23561,376656,82992,249426,44238
2005,GA,9132553,40725,564,14041,23977,378534,84463,249594,44477
2006,GA,9363941,44754,605,15511,26469,362712,85140,234445,43127
2007,GA,9544750,46917,720,17291,26708,371248,90294,238436,42518
2008,GA,9685744,47353,640,17808,26571,387917,100564,247709,39644
2009,GA,9829211,42073,566,14631,24553,360985,98606,229216,33163
2010,GA,9712157,39068,555,12372,24034,353449,96947,226161,30341
2011,GA,9812460,36762,549,12266,21881,357235,96014,231543,29678
2012,GA,9915646,37675,583,12502,22447,339473,86992,223875,28606
2013,GA,9994759,37519,563,12704,21361,339808,83459,229190,27159
2014,GA,10097132,38955,607,12786,22415,339146,78029,233359,27758
2015,GA,10199398,38891,622,12545,22467,316013,68149,220715,27149
2016,GA,10313620,40268,682,12114,24091,307305,62715,218127,26463
2017,GA,10413055,37118,681,9844,23947,297651,55363,216252,26036
2018,GA,10519475,34355,642,8279,22783,270738,45369,200609,24760
1979,HI,915000,2651,66,1688,601,63664,16538,40580,6546
1980,HI,964680,2889,84,1835,635,69291,17822,45564,5905
1981,HI,979000,2424,47,1453,584,61636,16726,40699,4211
1982,HI,994000,2542,31,1560,609,62906,16477,42248,4181
1983,HI,1023000,2579,57,1330,891,56853,13636,38920,4297
1984,HI,1039000,2409,34,1204,857,54573,12609,38329,3635
1985,HI,1054000,2313,43,1048,912,52501,12164,37357,2980
1986,HI,1062000,2604,51,1129,1095,57626,14218,39922,3486
1987,HI,1083000,2851,52,1061,1345,60157,12515,43678,3964
1988,HI,1093000,2810,44,919,1492,62650,13726,44946,3978
1989,HI,1112000,3004,53,925,1530,66723,14939,47374,4410
1990,HI,1108229,3113,44,1013,1696,64563,13611,46735,4217
1991,HI,1135000,2744,45,986,1338,65020,14011,47195,3814
1992,HI,1160000,2998,42,1151,1365,67901,13006,50544,4351
1993,HI,1172000,3061,45,1214,1408,70505,13310,51912,5283
1994,HI,1179000,3091,50,1221,1461,75672,14029,55260,6383
1995,HI,1187000,3509,56,1553,1564,81938,13832,59907,8199
1996,HI,1184000,3322,40,1606,1350,74639,12781,54701,7157
1997,HI,1187000,3299,47,1403,1478,68193,12741,48984,6468
1998,HI,1193000,2946,24,1225,1345,60677,11169,43914,5594
1999,HI,1185497,2785,44,1044,1343,54539,9421,40458,4660
2000,HI,1211537,2954,35,1123,1450,60033,10665,43254,6114
2001,HI,1227024,3117,32,1142,1534,62830,11162,44925,6743
2002,HI,1240663,3262,24,1210,1656,71976,12722,49344,9910
2003,HI,1248755,3400,22,1168,1843,65867,11409,44807,9651
2004,HI,1262124,3213,33,944,1903,60525,10827,41078,8620
2005,HI,1273278,3253,24,1001,1885,61115,9792,42188,9135
2006,HI,1285498,3608,21,1144,2090,54247,8724,37784,7739
2007,HI,1283388,3544,24,1122,2021,52866,9089,37494,6283
2008,HI,1288198,3510,26,1085,2036,45944,9404,31424,5116
2009,HI,1295178,3550,23,1030,2112,47516,9244,33415,4857
2010,HI,1363359,3603,25,1065,2136,45667,8706,31681,5280
2011,HI,1378129,3465,20,994,2098,43874,8165,31240,4469
2012,HI,1390090,3378,21,1125,1953,43419,7653,31901,3865
2013,HI,1408987,3585,32,934,2111,45266,7777,32928,4561
2014,HI,1420257,3362,20,952,1842,46022,7470,33003,5549
2015,HI,1431603,4201,19,1203,2418,54346,6557,42010,5779
2016,HI,1428683,3452,35,985,1831,42353,5983,30871,5499
2017,HI,1424203,3577,39,1077,1894,40392,5549,29574,5269
2018,HI,1420491,3532,36,946,1925,40772,5631,29492,5649
1979,IA,2903000,5259,65,1457,3417,119620,26768,85023,7829
1980,IA,2907804,5826,63,1596,3751,132200,31390,93605,7205
1981,IA,2897000,5915,76,1554,3896,130723,30925,93333,6465
1982,IA,2905000,5018,67,1051,3538,115148,27535,82568,5045
1983,IA,2905000,5262,68,1192,3637,108587,26599,77402,4586
1984,IA,2910000,5781,59,1114,4233,104785,25357,74818,4610
1985,IA,2884000,6106,55,1187,4501,107607,26349,76835,4423
1986,IA,2851000,6703,51,1197,5099,111633,27255,79864,4514
1987,IA,2834000,6553,59,1025,5132,110781,26010,80489,4282
1988,IA,2834000,7279,47,1132,5654,108254,24211,79447,4596
1989,IA,2840000,7563,54,1108,5942,108349,24052,79801,4496
1990,IA,2776755,8321,54,1089,6668,105550,22448,78384,4718
1991,IA,2795000,8477,57,1257,6580,107069,23267,79030,4772
1992,IA,2812000,7816,44,1113,6131,103459,21197,77788,4474
1993,IA,2814000,9159,66,1517,6890,99080,20562,73148,5370
1994,IA,2829000,8914,47,1327,6874,94475,18872,70507,5096
1995,IA,2842000,10071,51,1507,7894,106504,21527,78645,6332
1996,IA,2852000,7771,53,1286,5871,96296,18954,71893,5449
1997,IA,2852000,8841,52,1593,6617,99986,22003,71301,6682
1998,IA,2862000,8916,54,1456,6678,91272,19282,66016,5974
1999,IA,2869413,8034,43,1051,6160,84463,17012,62316,5135
2000,IA,2926324,7796,46,1071,6003,86834,16342,65118,5374
2001,IA,2931967,7865,50,1154,6012,88634,16885,66244,5505
2002,IA,2935840,8388,44,1169,6378,92877,18643,68411,5823
2003,IA,2941976,8175,50,1131,6198,87554,17515,64400,5639
2004,IA,2952904,8499,44,1160,6513,85775,17928,62214,5633
2005,IA,2965524,8697,40,1153,6657,84370,18147,60723,5500
2006,IA,2982085,8521,55,1309,6286,84202,18160,60998,5044
2007,IA,2988046,8970,39,1328,6633,79133,17176,57018,4939
2008,IA,3002555,8651,77,1249,6388,73273,16598,52299,4376
2009,IA,3007856,8485,38,1201,6356,70080,16419,49757,3904
2010,IA,3050202,8191,38,1012,6258,68740,16746,48194,3800
2011,IA,3064097,7883,44,824,6149,72043,17573,50472,3998
2012,IA,3075039,8167,49,962,6255,70357,17201,49116,4040
2013,IA,3092341,8443,41,937,6332,67976,15918,47803,4255
2014,IA,3109481,8484,60,1047,6227,65100,14363,46594,4143
2015,IA,3121997,8619,73,1050,6291,64688,14977,45328,4383
2016,IA,3130869,9170,73,1150,6669,65888,15306,45580,5002
2017,IA,3143637,9038,98,1269,6366,65652,14711,45441,5500
2018,IA,3156145,7893,54,932,5931,53385,11127,37571,4687
1979,ID,905000,2613,49,392,1986,35766,9729,23577,2460
1980,ID,943629,2957,29,442,2275,42169,11691,28243,2235
1981,ID,959000,2717,43,362,2114,40733,11255,27423,2055
1982,ID,965000,2501,24,292,2025,36902,9958,25256,1688
1983,ID,989000,2361,35,270,1875,35872,9206,24979,1687
1984,ID,1001000,2355,34,244,1890,34398,8751,24138,1509
1985,ID,1005000,2360,22,269,1877,36916,8917,26170,1829
1986,ID,1003000,2232,32,214,1785,39964,10065,28081,1818
1987,ID,998000,2138,31,242,1690,39342,9748,27923,1671
1988,ID,999000,2345,36,202,1928,37345,8691,26893,1761
1989,ID,1014000,2582,26,152,2168,37278,8843,26825,1610
1990,ID,1006749,2776,27,151,2323,38069,8187,28216,1666
1991,ID,1039000,3016,19,215,2482,40578,8582,30143,1853
1992,ID,1067000,3003,37,229,2398,39636,7934,30023,1679
1993,ID,1099000,3097,32,186,2491,39161,7350,29795,2016
1994,ID,1133000,3238,40,209,2673,42954,8147,32597,2210
1995,ID,1163000,3745,48,279,3088,47444,9069,35560,2815
1996,ID,1189000,3177,43,241,2580,44532,8431,33872,2229
1997,ID,1210000,3107,39,237,2481,44388,9175,32784,2429
1998,ID,1229000,3468,36,264,2782,42185,8518,31385,2282
1999,ID,1251700,3066,25,223,2401,36363,7641,26824,1898
2000,ID,1293953,3267,16,223,2644,37961,7330,28545,2086
2001,ID,1320585,3211,30,245,2511,38181,7507,28285,2389
2002,ID,1343124,3419,36,240,2646,39128,7441,29060,2627
2003,ID,1367034,3362,26,245,2556,40042,7837,29559,2646
2004,ID,1395140,3452,31,241,2586,38799,7671,28389,2739
2005,ID,1429367,3670,35,266,2792,38556,8066,27606,2884
2006,ID,1466465,3666,35,294,2726,35135,7545,25154,2436
2007,ID,1499402,3841,49,243,2942,34124,7131,24727,2266
2008,ID,1523816,3680,23,239,2839,31940,6748,23532,1660
2009,ID,1545801,3805,24,254,2952,31220,6682,23066,1472
2010,ID,1571102,3464,22,213,2696,31436,6513,23594,1329
2011,ID,1583744,3202,35,188,2535,32875,6915,24629,1331
2012,ID,1595590,3348,30,243,2580,31825,7240,23203,1382
2013,ID,1612843,3471,29,220,2548,30230,6693,21999,1538
2014,ID,1634806,3439,32,203,2559,30440,6466,22297,1677
2015,ID,1652828,3593,32,191,2667,28912,6124,20916,1872
2016,ID,1680026,3876,49,213,2895,29357,6318,20962,2077
2017,ID,1718904,4111,42,222,3092,28557,5837,20570,2150
2018,ID,1754208,3983,35,200,2957,25636,4940,18732,1964
1979,IL,11230000,83540,1203,36056,42579,593750,161776,356062,75912
1980,IL,11355062,91753,1205,41675,44923,620107,177099,369319,73689
1981,IL,11455000,90781,1205,42752,43108,609767,173142,366696,69929
1982,IL,11448000,88644,1005,39700,44515,579954,157273,354106,68575
1983,IL,11486000,83629,1112,36625,42273,552857,148445,339061,65351
1984,IL,11511000,83441,1033,34965,43849,527124,135068,324649,67407
1985,IL,11535000,82448,927,33120,43872,530205,131015,331030,68160
1986,IL,11533000,93454,1023,37583,50083,548311,136306,339418,72587
1987,IL,11582000,92216,967,36406,50400,535126,130147,342492,62487
1988,IL,11544000,93557,991,36097,52020,555316,130292,355148,69876
1989,IL,11658000,98611,1051,39138,54261,558803,125441,362556,70806
1990,IL,11430602,110575,1182,45038,59850,567841,121506,372862,73473
1991,IL,11543000,119955,1300,52653,61387,587868,129284,382942,75642
1992,IL,11631000,113664,1322,47973,60057,556900,125306,359618,71976
1993,IL,11697000,112260,1332,44584,62298,544869,118788,360730,65351
1994,IL,11752000,112928,1378,43788,63849,548222,118116,363888,66218
1995,IL,11830000,117836,1221,39139,73163,527572,108555,357143,61874
1996,IL,11847000,105482,1179,33106,66649,524777,108185,358515,58077
1997,IL,11896000,102476,1096,33123,63842,509113,103550,350140,55423
1998,IL,12045000,97291,1008,29927,62261,487915,97792,337191,52932
1999,IL,12128370,83621,939,26365,52020,463939,86317,320954,56668
2000,IL,12419293,81196,898,25641,50731,445278,81850,313161,50267
2001,IL,12520227,79270,982,24931,49347,434648,79158,306757,48733
2002,IL,12586447,75759,961,25314,45114,430479,81440,304227,44812
2003,IL,12649087,70376,895,23786,41506,415885,78345,295907,41633
2004,IL,12712016,69365,780,22582,41783,403486,76088,287025,40373
2005,IL,12765427,70496,770,23255,42158,394670,77635,277662,39373
2006,IL,12831970,69498,780,23782,40858,387478,77259,272578,37641
2007,IL,12852548,68528,752,23100,40573,377322,75524,267911,33887
2008,IL,12901563,67780,790,24054,38818,378355,78968,266815,32572
2009,IL,12910409,64185,773,22923,36588,353347,77850,248821,26676
2010,IL,12841980,57132,704,20386,32976,349064,77472,242681,28911
2011,IL,12859752,54523,781,20217,30495,344468,77719,237362,29387
2012,IL,12868192,53556,770,19480,29725,332706,71100,235314,26292
2013,IL,12890552,51956,722,17733,28161,296048,59093,216059,20896
2014,IL,12882189,47775,690,15271,27485,269647,50759,201003,17885
2015,IL,12839047,49755,754,15056,29019,256962,46846,192424,17692
2016,IL,12835726,56054,1061,17829,32161,263256,48193,195196,19867
2017,IL,12786196,55777,983,17731,31639,255108,43355,190860,20893
2018,IL,12741080,51490,884,14208,30539,246264,39080,187591,19593
1979,IN,5400000,18254,448,7167,8958,230223,63176,143666,23381
1980,IN,5461103,20633,485,7720,10620,248619,71720,153297,23602
1981,IN,5466000,18672,388,7050,9618,229472,63887,147038,18547
1982,IN,5471000,16444,355,5966,8602,225894,59569,148454,17871
1983,IN,5479000,15547,286,5474,8278,210725,54147,138929,17649
1984,IN,5498000,16781,303,5435,9671,199258,51019,128941,19298
1985,IN,5499000,17014,319,5065,10312,198220,50295,129861,18064
1986,IN,5504000,16937,329,4954,10230,195233,48802,128404,18027
1987,IN,5531000,18169,307,4901,11352,209695,52363,137722,19610
1988,IN,5575000,21187,358,4963,14135,210177,52137,138335,19705
1989,IN,5593000,22735,353,5671,14907,225592,54201,149514,21877
1990,IN,5544159,26275,344,5619,18209,233376,52297,156741,24338
1991,IN,5610000,28349,423,6506,19102,241930,54814,161039,26077
1992,IN,5662000,28791,464,6921,19008,236584,53907,157181,25496
1993,IN,5713000,27941,430,6845,18432,227149,48677,154016,24456
1994,IN,5752000,30205,453,7490,20216,233975,48921,160043,25011
1995,IN,5803000,30451,466,7844,20211,238317,47676,163618,27023
1996,IN,5841000,31366,420,7249,21705,231376,45782,160777,24817
1997,IN,5864000,30179,430,7763,20058,231723,48182,158442,25099
1998,IN,5899000,25423,454,6561,16456,220529,46552,152790,21187
1999,IN,5942901,22261,391,6496,13767,201547,42463,138794,20290
2000,IN,6080485,21230,352,6282,12837,206905,41108,144707,21090
2001,IN,6126743,22734,413,7171,13434,211548,42758,147291,21499
2002,IN,6156913,22001,362,6612,13184,208965,42605,146073,20287
2003,IN,6199571,21842,338,6401,13383,208039,41582,145686,20771
2004,IN,6226537,20294,316,6373,11802,211929,42168,148670,21091
2005,IN,6266019,20302,356,6809,11281,216778,43756,151278,21744
2006,IN,6313520,20303,361,7175,10956,217783,45538,150655,21590
2007,IN,6345289,21310,350,7845,11377,213887,46485,147999,19403
2008,IN,6376792,21525,322,7580,11912,213639,48805,147334,17500
2009,IN,6423113,21455,312,7347,12175,199907,48880,137190,13837
2010,IN,6490622,20983,268,6559,12396,199274,48570,137204,13500
2011,IN,6516353,21619,306,6977,12578,206016,50571,140630,14815
2012,IN,6537782,22544,307,6601,13975,197994,47689,136668,13637
2013,IN,6570713,23627,357,7114,13915,187472,42754,130534,14184
2014,IN,6597880,24105,333,6894,14681,174909,36909,124144,13856
2015,IN,6612768,25373,370,7081,15536,171878,34404,123940,13534
2016,IN,6634007,26516,431,7291,16345,168460,33567,120454,14439
2017,IN,6660082,26307,413,7035,16247,158932,29799,114395,14738
2018,IN,6691878,25581,438,5939,16834,145838,25268,105242,15328
1979,KS,2369000,8376,130,2423,5197,107605,31504,69622,6479
1980,KS,2354783,9168,163,2664,5599,117492,35826,75268,6398
1981,KS,2381000,8796,151,2611,5301,119880,36768,77039,6073
1982,KS,2408000,8088,138,2095,5259,111156,32382,73416,5358
1983,KS,2425000,7919,137,2038,5117,101928,28318,68735,4875
1984,KS,2438000,8147,89,1745,5644,97646,25577,67028,5041
1985,KS,2450000,8716,121,1929,5947,98474,25740,67433,5301
1986,KS,2461000,9076,108,1958,6200,109607,29229,74029,6349
1987,KS,2476000,8932,110,2032,5982,112488,28177,78043,6268
1988,KS,2487000,9083,85,2136,6083,112280,29321,76927,6032
1989,KS,2513000,10073,138,2508,6510,115146,29871,77802,7473
1990,KS,2477574,11093,98,2914,7079,117571,28901,80361,8309
1991,KS,2495000,12465,153,3453,7741,125616,32601,84258,8757
1992,KS,2523000,12888,151,3277,8418,121334,32639,80526,8169
1993,KS,2531000,12564,161,3128,8259,113360,28655,76538,8167
1994,KS,2554000,11314,170,2940,7149,112477,28635,75459,8383
1995,KS,2565000,10792,159,2775,6920,114558,27404,78855,8299
1996,KS,2572000,10642,170,2476,6900,109772,25239,78145,6388
1997,KS,2595000,11151,150,2535,7287,122553,24292,91823,6438
1998,KS,2629000,10972,173,2287,7384,117114,24984,85329,6801
1999,KS,2654052,10159,160,2047,6887,107644,21874,79722,6048
2000,KS,2688418,10470,169,2048,7231,108057,21484,80077,6496
2001,KS,2702125,10909,92,2423,7449,105537,20514,77038,7985
2002,KS,2711769,10229,78,2165,6951,100768,19679,73877,7212
2003,KS,2724786,10831,125,2247,7374,109276,21973,79471,7832
2004,KS,2733697,10330,122,1812,7254,109771,20146,81115,8510
2005,KS,2748172,10701,101,1795,7707,104588,19028,76222,9338
2006,KS,2764075,11960,125,1878,8678,104260,20086,75450,8724
2007,KS,2775997,12730,106,2022,9315,102961,20461,73900,8600
2008,KS,2802134,11554,113,1681,8534,94882,19651,67826,7405
2009,KS,2818747,11460,125,1786,8370,90930,19473,65499,5958
2010,KS,2859143,10602,97,1538,7821,89109,19315,63774,6020
2011,KS,2870386,10209,111,1448,7528,88655,18712,63259,6684
2012,KS,2885398,10292,85,1493,7609,91066,18874,65413,6779
2013,KS,2895801,9928,117,1339,7177,85704,17476,61557,6671
2014,KS,2902507,10235,92,1361,7299,80029,15921,57169,6939
2015,KS,2906721,11483,126,1823,7850,80059,15619,57435,7005
2016,KS,2907731,11665,132,1757,8158,82293,14759,60119,7415
2017,KS,2910689,11654,134,1633,8383,79387,13102,58891,7394
2018,KS,2911505,12782,113,1543,9559,76686,12537,56305,7844
1979,KY,3527000,8748,335,3247,4447,103548,32082,62431,9035
1980,KY,3641479,9711,321,3468,5224,115328,37901,68296,9131
1981,KY,3661000,10599,308,3687,5838,118690,38893,71194,8603
1982,KY,3667000,11550,355,3568,6893,119304,37736,73020,8548
1983,KY,3714000,11967,364,3236,7550,115602,36286,71322,7994
1984,KY,3723000,10342,244,2631,6641,99803,29234,63860,6709
1985,KY,3726000,11384,256,2821,7501,98428,28739,62491,7198
1986,KY,3728000,12467,248,3076,8283,102810,30725,64882,7203
1987,KY,3727000,12589,280,3361,8167,109284,31571,70532,7181
1988,KY,3721000,12284,229,2764,8456,104362,30747,66711,6904
1989,KY,3727000,13302,293,2836,9256,110328,30526,71611,8191
1990,KY,3685296,14386,264,2545,10509,107208,28264,71594,7350
1991,KY,3713000,16262,253,3084,11610,108430,29576,70885,7969
1992,KY,3755000,20107,216,3273,15409,104692,27378,69186,8128
1993,KY,3789000,17530,249,3425,12555,105979,28041,69745,8193
1994,KY,3827000,16991,244,3595,11802,110725,28718,73449,8558
1995,KY,3860000,14079,276,4001,8571,115298,28389,76906,10003
1996,KY,3884000,12448,228,3643,7347,110531,26736,73653,10142
1997,KY,3908000,12386,228,3546,7308,109819,26638,73487,9694
1998,KY,3936000,12909,237,3468,8097,109721,27998,71971,9752
1999,KY,3960825,12212,203,3104,7757,104768,25180,70719,8869
2000,KY,4041769,11903,193,3256,7363,107723,25308,73141,9274
2001,KY,4068816,10510,181,3269,6009,107356,26964,71448,8944
2002,KY,4089822,11101,191,3131,6692,108590,26891,72378,9321
2003,KY,4118189,10232,181,3224,5703,103370,26034,69083,8253
2004,KY,4141835,10152,236,3268,5410,105209,25902,70535,8772
2005,KY,4172608,11134,190,3690,5833,105608,26458,70354,8796
2006,KY,4206074,11361,173,3850,6026,109428,27867,72197,9364
2007,KY,4241474,12329,206,4068,6690,107987,27820,71489,8678
2008,KY,4269245,12690,201,4080,6952,114492,29556,77279,7657
2009,KY,4314113,11000,184,3642,5643,108914,29880,72938,6096
2010,KY,4347223,10604,188,3748,5230,111170,30443,74488,6239
2011,KY,4366814,10465,151,3705,5110,119037,32750,79586,6701
2012,KY,4379730,9852,201,3547,4792,112800,29877,76199,6724
2013,KY,4399583,9280,172,3247,4215,104448,26331,72048,6069
2014,KY,4412617,9495,164,3343,4432,99909,23426,70108,6375
2015,KY,4424611,9887,219,3314,4710,97545,22526,67143,7876
2016,KY,4436113,10452,265,3371,5068,97713,20932,66833,9948
2017,KY,4453874,10292,265,2967,5243,95899,20535,65006,10358
2018,KY,4468402,9467,244,2457,5059,87695,17190,60244,10261
1979,LA,4026000,27229,682,8832,16161,188514,56237,115856,16421
1980,LA,4199542,27926,661,8271,17127,201106,63997,121298,15811
1981,LA,4305000,27478,673,8698,16325,199295,61756,121955,15584
1982,LA,4362000,29185,698,9275,17472,202489,62151,125701,14637
1983,LA,4438000,28444,629,8433,17612,194636,57359,123492,13785
1984,LA,4462000,30251,575,8501,19311,197778,54711,129348,13719
1985,LA,4481000,31108,487,8526,20313,218195,59326,141739,17130
1986,LA,4501000,34128,575,10071,21676,239444,65751,153818,19875
1987,LA,4461000,30916,496,7987,20833,231090,64441,148247,18402
1988,LA,4420000,31711,512,9238,20259,222913,63843,139141,19929
1989,LA,4382000,34257,653,10397,21532,239235,64184,152209,22842
1990,LA,4219973,37914,724,11387,24022,235822,60677,149752,25393
1991,LA,4252000,40438,720,11860,26120,232732,60017,148334,24381
1992,LA,4287000,42209,747,11636,28013,238438,58574,152938,26926
1993,LA,4295000,45600,874,12182,30727,248461,58768,163334,26359
1994,LA,4315000,42369,856,11530,28060,245488,55188,164081,26219
1995,LA,4342000,43741,740,11662,29484,246132,53481,166667,25984
1996,LA,4351000,40426,762,12036,25823,257130,56379,173271,27480
1997,LA,4352000,37248,682,10407,24360,243423,53935,163114,26374
1998,LA,4369000,34057,560,8651,23237,232378,51210,157507,23661
1999,LA,4372035,32033,468,7591,22526,219219,47775,149749,21695
2000,LA,4468976,30440,560,7532,20851,211904,46289,144345,21270
2001,LA,4470368,30678,501,7864,20910,207693,46451,139555,21687
2002,LA,4476192,29690,593,7123,20445,198838,45350,133302,20186
2003,LA,4493665,28622,584,7008,19429,193698,44572,129471,19655
2004,LA,4506685,28844,574,6564,20090,199153,45359,134080,19714
2005,LA,4507331,26889,450,5337,19681,166611,39382,112840,14389
2006,LA,4287768,30923,555,5928,22853,174975,46703,112605,15667
2007,LA,4293204,31789,625,6316,23421,180516,46932,118291,15293
2008,LA,4410796,29613,544,6241,21578,171179,45524,112091,13564
2009,LA,4492076,28878,529,6150,20848,172619,46928,114102,11589
2010,LA,4545343,25241,500,5297,18214,165667,45437,110260,9970
2011,LA,4574766,25373,506,5235,18370,168529,46242,113174,9113
2012,LA,4602134,22839,489,5458,15737,162673,42037,112764,7872
2013,LA,4629284,24127,494,5539,16331,165679,41214,115300,9165
2014,LA,4648990,23983,476,5725,16400,161192,38541,113251,9400
2015,LA,4668960,25202,492,5561,17416,157708,35457,112520,9731
2016,LA,4686157,26477,555,5575,18528,154511,34689,109492,10330
2017,LA,4670818,25986,576,5385,18175,157272,34135,112042,11095
2018,LA,4659978,25049,530,4568,17866,152661,31132,109993,11536
1979,MA,5769000,30650,212,11724,17286,310756,92570,152135,66051
1980,MA,5728288,34444,232,13492,19158,313787,99697,153849,60241
1981,MA,5770000,36273,210,15633,18850,300428,95080,147691,57657
1982,MA,5781000,33031,219,12359,18989,285140,82212,146933,55995
1983,MA,5767000,33264,203,12023,19543,255707,72291,133883,49533
1984,MA,5798000,30362,211,10122,18402,235675,63756,123214,48705
1985,MA,5822000,31334,202,10974,18424,245665,65231,130088,50346
1986,MA,5832000,32476,208,11239,19298,242989,62455,127668,52866
1987,MA,5855000,33060,173,10379,20640,244105,62056,127939,54110
1988,MA,5871000,36376,208,10352,23940,256639,62307,141933,52399
1989,MA,5913000,39912,254,11980,25797,263780,63004,146925,53851
1990,MA,6016425,44300,243,13062,28965,274442,66942,151933,55567
1991,MA,5996000,44138,249,11669,30294,274990,69977,149930,55083
1992,MA,5998000,46727,214,11059,33288,253344,64318,141610,47416
1993,MA,6012000,48393,233,10563,35591,245831,60220,136548,49063
1994,MA,6041000,42749,214,10160,30550,225532,53222,129962,42348
1995,MA,6074000,41739,217,9137,30626,221971,49669,135586,36716
1996,MA,6092000,39122,157,7778,29420,194636,42896,119562,32178
1997,MA,6118000,39411,119,6676,30969,185437,40491,115494,29452
1998,MA,6147000,38192,124,5938,30443,173011,37333,109275,26403
1999,MA,6175169,34023,122,5931,26307,167437,32964,108845,25628
2000,MA,6349097,30230,125,5815,22594,161901,30600,105425,25876
2001,MA,6401164,30585,143,6476,22110,167079,32430,106821,27828
2002,MA,6421800,31137,173,7169,22018,167753,33243,107922,26588
2003,MA,6420357,30377,140,8011,20378,164543,34963,104069,25511
2004,MA,6407382,29489,171,7484,20040,158150,34497,101605,22048
2005,MA,6433367,29644,178,7837,19878,151727,34728,98079,18920
2006,MA,6437193,32217,188,8080,22178,153943,35243,100725,17975
2007,MA,6449755,28487,187,7021,19636,154743,35767,103925,15051
2008,MA,6497967,30137,166,7077,21143,155919,36251,106913,12755
2009,MA,6593587,30503,173,7467,21129,153178,34515,106799,11864
2010,MA,6555466,30737,214,6897,21842,154496,37903,105124,11469
2011,MA,6607003,28232,184,6768,19626,148829,36403,101644,10782
2012,MA,6645303,27047,121,6555,18721,143325,34635,99453,9237
2013,MA,6708874,27264,138,6705,18118,137274,30716,97437,9121
2014,MA,6755124,26689,133,6077,18277,125481,24951,92226,8304
2015,MA,6784240,26453,131,5266,18974,114547,21826,84676,8045
2016,MA,6823721,25975,135,5365,18334,106430,19204,79155,8071
2017,MA,6863246,24318,172,4874,17073,97977,16916,73573,7488
2018,MA,6902149,23337,136,4143,16648,87196,13862,66728,6606
1979,MD,4149000,33007,406,13740,17225,228159,62630,145297,20232
1980,MD,4192211,35735,399,16461,17194,242214,71183,152144,18887
1981,MD,4261000,37800,421,18085,17640,241625,70740,152405,18480
1982,MD,4265000,36254,432,15377,18849,220174,60547,142903,16724
1983,MD,4304000,34736,367,14950,18007,195828,52697,127443,15688
1984,MD,4349000,34455,354,13097,19364,192325,51484,123567,17274
1985,MD,4392000,36655,348,13272,21335,199318,52995,126077,20246
1986,MD,4463000,37177,401,13569,21263,212831,55593,132904,24334
1987,MD,4535000,34820,436,13164,19425,213589,52718,134485,26386
1988,MD,4644000,37466,449,13994,21302,227457,54735,141509,31213
1989,MD,4694000,40152,544,15589,22236,220955,52735,137043,31177
1990,MD,4781468,43940,552,17394,23809,234842,53549,147407,33886
1991,MD,4860000,46469,569,19783,23888,255299,56258,163524,35517
1992,MD,4908000,49085,596,21054,25157,256418,55520,165244,35654
1993,MD,4965000,49540,632,21582,25141,253647,56246,163471,33930
1994,MD,5006000,47457,579,20147,24696,259039,52234,168608,38197
1995,MD,5042000,49757,596,21334,25697,267625,53320,178126,36179
1996,MD,5072000,47230,588,19944,24793,260231,50331,173817,36083
1997,MD,5094000,43127,502,17157,23654,244842,47918,166256,30668
1998,MD,5135000,40903,513,15339,23337,234624,47393,159019,28212
1999,MD,5171634,38447,465,13636,22795,215973,43230,147296,25447
2000,MD,5296486,41663,430,13560,26130,213422,39426,145423,28573
2001,MD,5386079,42088,446,13525,26668,219512,41553,145934,32025
2002,MD,5450525,42015,513,13417,26715,217105,39765,143320,34020
2003,MD,5512310,38778,525,13302,23593,209418,38641,134372,36405
2004,MD,5561332,38961,521,12772,24351,202474,36704,129888,35882
2005,MD,5589599,39369,552,14378,23173,198483,35922,128491,34070
2006,MD,5615727,38111,546,14376,22011,195484,37459,127502,30523
2007,MD,5618344,36063,554,13258,21072,192796,37095,127308,28393
2008,MD,5633597,35393,493,13203,20570,198165,38849,133983,25333
2009,MD,5699478,33625,440,12007,20022,182295,36905,125771,19619
2010,MD,5785681,31607,426,11054,18899,173309,36704,118578,18027
2011,MD,5839572,28817,399,10342,16876,166846,35823,114951,16072
2012,MD,5884868,28086,373,10173,16303,162309,33803,113550,14956
2013,MD,5938737,28235,384,10048,16124,157918,31950,112551,13417
2014,MD,5975346,26767,362,9565,15208,150390,28134,109140,13116
2015,MD,5994983,28185,538,10111,15819,142547,26432,102701,13414
2016,MD,6024752,29019,536,10815,15841,139716,24832,100995,13889
2017,MD,6024891,30321,558,11189,16862,134705,23526,97657,13522
2018,MD,6042718,28320,490,9716,16135,122864,18892,91835,12137
1979,ME,1097000,2221,31,349,1710,45030,12592,29828,2610
1980,ME,1123670,2173,32,346,1650,46904,13291,31151,2462
1981,ME,1132000,2214,36,368,1665,45820,14081,29545,2194
1982,ME,1133000,1847,24,345,1326,41884,11862,27863,2159
1983,ME,1146000,1829,24,311,1301,40357,11415,27022,1920
1984,ME,1156000,1832,20,305,1352,38944,10267,26811,1866
1985,ME,1164000,1950,28,284,1471,40789,10607,28260,1922
