Name,Genre,Year
Zillion                                     ,Platform        ,1987
Zillion II: The Tri Formation               ,Platform        ,1988
Zillions of Enemy X: Zetsukai no Crusade    ,Misc            ,2013
Zimo: Mahjong Fanatic                       ,Misc            ,2011
Zipang                                      ,Puzzle          ,1990
Zipang                                      ,Strategy        ,2005
Zipangu Jima: Unmei wa Saikoro ga Kimeru!?  ,Misc            ,1999
Zipball                                     ,Action          ,1993
Ziro                                        ,Puzzle          ,2009
Zoboomafoo: Leapin' Lemurs!                 ,Action          ,2001
Zoboomafoo: Playtime in Zobooland           ,Platform        ,2001
Zoda's Revenge: StarTropics II              ,Adventure       ,1994
Zoda's Revenge: StarTropics II              ,Adventure       ,2008
Zoey 101                                    ,Adventure       ,2007
Zoey 101: Field Trip Fiasco                 ,Action          ,2007
Zoids 2: Helic Republic vs Guylos Empire    ,Strategy        ,2002
Zoids 2: Zenebasu no Gyakushuu              ,Role-Playing    ,1989
Zoids Assault                               ,Strategy        ,2008
Zoids Assault(JP sales)                     ,Action          ,2008
Zoids Battle Card Game                      ,Strategy        ,2001
Zoids Battle Colosseum                      ,Role-Playing    ,2006
Zoids Dash                                  ,Role-Playing    ,2006
Zoids Densetsu                              ,Shooter         ,1990
Zoids Infinity EX Neo                       ,Shooter         ,2006
Zoids Infinity Fuzors                       ,Action          ,2005
Zoids Saga                                  ,Role-Playing    ,2001
Zoids Saga DS: Legend of Arcadia            ,Role-Playing    ,2005
Zoids Saga Fuzors                           ,Role-Playing    ,2004
Zoids Struggle                              ,Fighting        ,2004
Zoids Tactics                               ,Strategy        ,2005
Zoids Vs.                                   ,Action          ,2002
Zoids Vs. III                               ,Shooter         ,2004
Zoids: Battle Legends                       ,Action          ,2004
Zoids: Chuuou Tairiku no Tatakai            ,Role-Playing    ,1987
Zoids: Full Metal Crash                     ,Fighting        ,2005
Zoids: Jashin Fukkatsu! Genobreaker Hen     ,Role-Playing    ,2000
Zoids: Legacy                               ,Role-Playing    ,2004
Zoids: Mokushiroku                          ,Strategy        ,1990
Zoids: Mokushiroku                          ,Strategy        ,2009
Zoids: Shirogane no Juukishin Liger Zero    ,Role-Playing    ,2001
Zoids: Teikoku vs Kyouwakoku                ,Strategy        ,2000
Zok Zok Heroes                              ,Role-Playing    ,2000
Zoku Hatukoi Monogatari: Shuugaku Ryokou    ,Sports          ,1997
Zombi                                       ,Action          ,2015
Zombi                                       ,Action          ,2016
Zombi Daisuki                               ,Action          ,2011
Zombie Apocalypse                           ,Shooter         ,2009
Zombie Apocalypse 2                         ,Shooter         ,2009
Zombie Apocalypse: Never Die Alone          ,Shooter         ,2009
Zombie Apocalypse: Never Die Alone          ,Shooter         ,2011
Zombie Arena                                ,Action          ,2010
Zombie Arena 2                              ,Action          ,2011
Zombie Army Trilogy                         ,Shooter         ,2015
Zombie Attack                               ,Action          ,2006
Zombie Bowl-O-Rama                          ,Sports          ,2009
Zombie Commando                             ,Action          ,2014
Zombie Death Car                            ,Action          ,2011
Zombie Diary 2 Evolution                    ,Action          ,2014
Zombie Driver                               ,Racing          ,2009
Zombie Driver HD                            ,Racing          ,2007
Zombie Driver HD                            ,Action          ,2009
Zombie Estate                               ,Shooter         ,2010
Zombie Hunter                               ,Role-Playing    ,2010
Zombie Hunters                              ,Action          ,2007
Zombie Hunters 2                            ,Action          ,2007
Zombie Isle                                 ,Misc            ,2014
Zombie Killer Squad                         ,Misc            ,2013
Zombie Mania                                ,Action          ,2009
Zombie Nation                               ,Shooter         ,1991
Zombie Outhouse                             ,Shooter         ,2009
Zombie Panic in Wonderland                  ,Shooter         ,2010
Zombie Panic in Wonderland                  ,Misc            ,2012
Zombie Panic in Wonderland                  ,Shooter         ,2012
Zombie Pirates                              ,Strategy        ,2010
Zombie Poker Defense                        ,Shooter         ,2011
Zombie Racers                               ,Action          ,2011
Zombie Racers                               ,Misc            ,2011
Zombie Revenge                              ,Action          ,1999
Zombie Samurai                              ,Misc            ,2008
Zombie Samurai                              ,Misc            ,2011
Zombie Shiki - Eigo Ryoku Sosei Jutsu: Engli,Misc            ,2008
Zombie Shooter                              ,Shooter         ,2007
Zombie Shooter 2                            ,Shooter         ,2009
Zombie Slayer Diox                          ,Misc            ,2012
Zombie Solitaire                            ,Puzzle          ,2013
Zombie Street                               ,Misc            ,2014
Zombie Tsunami                              ,Misc            ,2012
Zombie Tycoon                               ,Strategy        ,2009
Zombie Vikings                              ,Action          ,2016
Zombie Virus                                ,Action          ,2007
Zombie Wranglers                            ,Shooter         ,2009
Zombie Zone                                 ,Action          ,2005
ZombieCarz                                  ,Action          ,2002
Zombies 2.0                                 ,Shooter         ,2009
Zombies Ate My Neighbors                    ,Action          ,1993
Zombies Ate My Neighbors                    ,Action          ,2009
Zombies Hate Aliens!                        ,Shooter         ,2011
Zombies Hate Pumpkins DX                    ,Misc            ,2011
Zombies Monsters Robots                     ,Misc            ,2014
Zombies Ruined My Day                       ,Action          ,2011
Zombies Vs. Vampires                        ,Misc            ,2014
Zombieville USA                             ,Misc            ,2011
ZombieZ Seeker                              ,Shooter         ,2011
ZombiU                                      ,Action          ,2012
Zomgeri Panic                               ,Action          ,2011
Zomgeri Panic                               ,Misc            ,2012
Zone 66                                     ,Shooter         ,1993
Zone of the Enders                          ,Simulation      ,2001
Zone of the Enders HD Collection            ,Action          ,2012
Zone of the Enders HD Collection            ,Simulation      ,2012
Zone of the Enders HD Edition               ,Simulation      ,2013
Zone of the Enders: The 2nd Runner          ,Simulation      ,2003
Zone of the Enders: The Fist of Mars        ,Role-Playing    ,2002
Zone Ranger                                 ,Action          ,1984
Zone Warrior                                ,Misc            ,2013
ZoneOut                                     ,Misc            ,2014
Zoo Block                                   ,Puzzle          ,1990
Zoo Disc Golf                               ,Sports          ,2010
Zoo Empire                                  ,Simulation      ,2004
Zoo Frenzy                                  ,Simulation      ,2010
Zoo Hospital                                ,Simulation      ,2007
Zoo Hospital                                ,Simulation      ,2008
Zoo Keeper                                  ,Puzzle          ,2005
Zoo Quest: Puzzle Fun!                      ,Puzzle          ,2008
Zoo Resort 3D                               ,Simulation      ,2011
Zoo Tycoon                                  ,Strategy        ,2001
Zoo Tycoon (2013)                           ,Simulation      ,2013
Zoo Tycoon 2                                ,Strategy        ,2004
Zoo Tycoon 2 DS                             ,Strategy        ,2008
Zoo Tycoon 2: African Adventure             ,Strategy        ,2006
Zoo Tycoon 2: Endangered Species            ,Strategy        ,2005
Zoo Tycoon 2: Extinct Animals               ,Strategy        ,2007
Zoo Tycoon 2: Marine Mania                  ,Strategy        ,2006
Zoo Tycoon 2: Ultimate Collection           ,Strategy        ,2008
Zoo Tycoon 2: Zookeeper Collection          ,Strategy        ,2006
Zoo Tycoon DS                               ,Strategy        ,2005
Zoo Tycoon DS                               ,Misc            ,2006
Zoo Tycoon: Complete Collection             ,Strategy        ,2003
Zoo Tycoon: Dinosaur Digs                   ,Strategy        ,2002
Zoo Tycoon: Friends                         ,Simulation      ,2014
Zoo Tycoon: Marine Mania                    ,Strategy        ,2002
Zoo Vet                                     ,Simulation      ,2004
Zoo Vet: Endangered Animals                 ,Simulation      ,2007
Zoo Vet: Endangered Animals                 ,Simulation      ,2008
Zoobles! Spring to Life!                    ,Misc            ,2011
ZooCube                                     ,Puzzle          ,2002
ZooCube                                     ,Puzzle          ,2006
Zool                                        ,Action          ,1992
Zool                                        ,Platform        ,1993
Zool                                        ,Platform        ,1994
Zool 2                                      ,Platform        ,1994
Zool: Majou Tsukai Densetsu                 ,Role-Playing    ,1999
Zool: Ninja of the 'Nth' Dimension          ,Action          ,1993
Zool: Ninja of the 'Nth' Dimension          ,Platform        ,1993
Zoom                                        ,Racing          ,2009
Zoom!                                       ,Action          ,1989
Zoomaroom                                   ,Platform        ,2009
Zoonies - Escape from Makatu                ,Platform        ,2011
Zooo                                        ,Puzzle          ,2006
Zoop                                        ,Puzzle          ,1995
Zoop                                        ,Puzzle          ,1996
Zork I                                      ,Adventure       ,1980
Zork II: The Wizard of Frobozz              ,Adventure       ,1981
Zork III: The Dungeon Master                ,Adventure       ,1982
Zork Nemesis                                ,Adventure       ,1996
Zork Quest: Assault on Egreth Castle        ,Adventure       ,1988
Zork Quest: The Crystal of Doom             ,Adventure       ,1989
Zork Zero: The Revenge of Megaboz           ,Adventure       ,1988
Zork: Grand Inquisitor                      ,Adventure       ,1997
Zork: The Great Underground Empire          ,Adventure       ,1982
ZorkQuest: The Crystal of Doom              ,Misc            ,1989
Zorro: Quest For Justice                    ,Action          ,2010
ZP2K9                                       ,Platform        ,2009
ZPC                                         ,Action          ,1996
ZSX4 Guitarpocalypse                        ,Fighting        ,2008
Zu Online                                   ,Role-Playing    ,2007
